VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
1528,HOTARD COACHES INC A/R,37180 HWY 30,,,GEISMAR,LA,70734,UNITED STATES,SARA SCHULZ,SALES REP,,,
1531,HOUSTON ARMATURE WORKS INC,11910 SUN BELT CT,,,BATON ROUGE,LA,70809-5141,UNITED STATES,ROBERT JACKSON,GEN MGR,,,
1544,HUTTON COMMUNICATIONS INC,2520 MARSH LN,,,CARROLLTON,TX,75006-2282,UNITED STATES,DAVID HARRIS,AREA MGR,,119,
1554,IBERVILLE PARISH SHERIFFS OFFICE,58050 MERIAM ST,,,PLAQUEMINE,LA,70764-2717,UNITED STATES,,,,,
1562,IKE SMITH ELECTRIC INC,10444 GREENWELL SPRINGS RD,ISE INC,,BATON ROUGE,LA,70814,UNITED STATES,PATRICK M YGLESIAS,PRESIDENT,,,
1592,INLAND ASSOCIATES INC,18965 W 158TH STREET,,,OLATHE,KS,66062,UNITED STATES,ANITA LICKTEIG,ACCT RECEIVABLE,,,
1598,INSTITUTE OF TRANSPORTATION,525 SCHOOL ST SW STE 410,ENGINEERS,,WASHINGTON,DC,20024-2729,UNITED STATES,DONNA FORD,,,,
1612,INTERSTATE ALL BATTERY CENTER,3154 COLLEGE DRIVE SUITE B,,,BATON ROUGE,LA,70808,UNITED STATES,PHIL BARBARA,OPR MGR,,,
1613,INTERSTATE BRANDS CORP,13122 MORLAIX CT,DBA COTTON BROS BAKING CO,,BATON ROUGE,LA,70815-2823,UNITED STATES,DOUG KELLEY,CONTROLLER,,,
1625,IVY'S LAWNMOWER SUPPLY LLC,1448 FLORIDA ST,,,BATON ROUGE,LA,70802-4636,UNITED STATES,WILLIAM E (BILLY) WEST,OWNER,,,
1648,JAMAR TECHNOLOGIES INC,1500 INDUSTRY ROAD SUITE C,,,HATFIELD,PA,19440,UNITED STATES,JAMES E MARTIN,PRESIDENT,,,
1658,JAMES G LIPSCOMB REAL ESTATE,4946 MAIN ST,,,ZACHARY,LA,70791-3946,UNITED STATES,JAMES G LIPSCOMB,OWNER,,,
1659,JAMES INC,22820 OLD SCENIC HWY,D/B/A DEFELICE & ASSOCIATES,,ZACHARY,LA,70791,UNITED STATES,MICHAEL J DEFELICE,APPRAISER,,,
1667,JANI-CARE COMMERCIAL CLEANING,6676 EXCHEQUER DRIVE,SERVICE & SUPPLY INC,,BATON ROUGE,LA,70809,UNITED STATES,DANIEL BONFIGLIO,PRES,,,
1686,JIST PUBLISHING,P O BOX 86,SDS 12-2761,,MINNEAPOLIS,MN,55486-2761,UNITED STATES,TOM DRAPER,V P PERSONNEL,,,
1695,JOHN C DOIRON,1115 RICHLAND AVE,APPRAISAL SERVICES,,BATON ROUGE,LA,70806,UNITED STATES,JOHN C DOIRON,OWNER,,,
1699,JOHN H CARTER COMPANY,2728 N ARNOULT RD,,,METAIRIE,LA,70002-5916,UNITED STATES,SUSAN DAVENPORT,ACCTS PAYABLE,,515,
1716,JOSEPHINE HALL,381 ELMER AVENUE,D/B/A E & E BUS SERVICE,,BATON ROUGE,LA,70807,UNITED STATES,**PER NEW CONRACT D/B/A NEW,,,,MN
1723,JUSTICE & HUANG ENGINEERS INC,7913 WRENWOOD BLVD SUITE B,,,BATON ROUGE,LA,70809,UNITED STATES,ANDREW T HUANG,PRESIDENT,,,MN
1726,K & D,9550 OLD HAMMOND HWY,,,BATON ROUGE,LA,70809,UNITED STATES,ERNEST M BUTITTA,OFFICER,,,
1731,KADAIRS,5758 ESSEN LANE,,,BATON ROUGE,LA,70810,UNITED STATES,ELIZABETH ROME,BUYER/ASST MGR,,,
1735,KANSAS CITY SOUTHERN RAILROAD CO,P O BOX 219335,,,KANSAS CITY,MO,64121-9335,UNITED STATES,TOM MCGRAW,,,,
1755,KERMIT WILLIAMS INC,PO BOX 66707,REALTORS/APPRAISERS,,BATON ROUGE,LA,70896,UNITED STATES,KERMIT WAYNE WILLIAMS,PRESIDENT,,,
1757,KERRIGAN-DUPREE INC,1113 RANGE AVENUE SUITE 110-230,,,DENHAM SPRINGS,LA,70726,UNITED STATES,HAROLD DUPREE,PRESIDENT,,,
1775,KLEINPETER FARMS DAIRY LLC,14444 AIRLINE HWY,,,BATON ROUGE,LA,70817-6899,UNITED STATES,KEN KLEINPETER,SALES MANAGER,,,
1784,KOELLMANN GEAR CORP,8 INDUSTRIAL PK,,,WALDWICK,NJ,07463-0101,UNITED STATES,,,,,
1785,KOMLINE-SANDERSON,12 HOLLAND AVE,,,PEAPACK,NJ,07977-0257,UNITED STATES,BOB KELHAC,MGR PARTS SALES,,,
1792,INTEGRATED COMMUNICATIONS INC,PO BOX 100,,,WALKER,LA,70785,UNITED STATES,RUSSELL E LOCKHART,PRESIDENT,,,
1816,LAKESHORE LEARNING MATERIALS,2695 E DOMINGUEZ ST,,,CARSON,CA,90895,UNITED STATES,D J ULTAN,CREDIT MGR,,2850,
1817,LAKESIDE CAMERA CENTER,3508 21ST ST,,,METAIRIE,LA,70002-4794,UNITED STATES,J C DUFRESNE,MANAGER,,,
1819,LAMAR ADVERTISING OF LOUISIANA LLC,5321 CORPORATE BLVD,D/B/A LAMAR COMPANIES,,BATON ROUGE,LA,70808,UNITED STATES,YVETTE BOREL,TAX ACCOUNTANT,,307,
1821,LAMBERT'S HEATING & AIR,4959 HOLLYWOOD ST,CONDITIONING,,BATON ROUGE,LA,70805-1829,UNITED STATES,WALLACE A LAMBERT  JR,MANAGER,,,
1823,LAMINATION SERVICE INC/LSI,PO BOX 341301,,,MEMPHIS,TN,38184-1301,UNITED STATES,MASON EZZELL,PRESIDENT,,102,
1831,LARD OIL COMPANY OF DENHAM SPRINGS,914 FLORIDA AVE SW,LLC,,DENHAM SPRINGS,LA,70726-4340,UNITED STATES,SONDRA P HANKS,OFFICE MANAGER,,,
1849,LCR-M LIMITED PARTNERSHIP,PO BOX 1807,THE PLUMBING WAREHOUSE/LCR,,BATON ROUGE,LA,70821-1807,UNITED STATES,ACCOUNTS RECEIVABLE DEPARTMENT,,,,
1852,AST,CONSULTING ENGINEERS,ASSAF SIMONEAUX TAUZIN & ASSOCIATES,8417 KELWOOD AVENUE,BATON ROUGE,LA,70806,UNITED STATES,DAVID ASSAF III,PRESIDENT,,,
1862,LETTERMAN'S BLUE PRINT & SUPPLY CO,4726 GOVERNMENT ST,,,BATON ROUGE,LA,70806,UNITED STATES,ANN THIBODEAUX,CONTROLLER,,,
1864,LIBRARY INTERIORS INC,2801 DIVISION ST,,,METAIRIE,LA,70002-7009,UNITED STATES,HOWARD EKBLAD,PRESIDENT,,,
1875,LIVE MUSIC INC,10244 FLORIDA BLVD,,,BATON ROUGE,LA,70815-1719,UNITED STATES,ROBERT SANCHEZ,PRESIDENT,,,
1885,LONDON FOG INC,505 BRIMHALL AVE,,,LONG LAKE,MN,55356-9485,UNITED STATES,MIKE DEPELAK,PURCHASING,,,
1893,LOUIS J CAPOZZOLI & ASSOCIATES INC,10555 AIRLINE HWY,,,BATON ROUGE,LA,70816-4199,UNITED STATES,DIANE D ADAMS,BOOKKEEPER,,,
1894,LOUIS MECHANICAL CONTRACTORS INC,9634 MAMMOTH AVE,,,BATON ROUGE,LA,70814,UNITED STATES,LOUIS DEJOHN JR,PRESIDENT,,,UNKNOWN
1900,LOUISIANA CARDIOLOGY ASSOCIATES,7777 HENNESSEY BLVD STE 1000,,,BATON ROUGE,LA,70808,UNITED STATES,JENNIE GOOCH,FINANCIAL MGR,,,
1902,LOUISIANA CONTROLS INC,2332 CHATAWA DR,,,BATON ROUGE,LA,70815,UNITED STATES,GEORGE T REED,GENERAL MANAGER,,,
1905,LOUISIANA FIRE EXTINGUISHER INC,8339 ATHENS AVE,,,BATON ROUGE,LA,70814-2302,UNITED STATES,J H GRACE,VICE PRESIDENT,,,
1909,LOUISIANA GLASS SYSTEMS INC,10703 CHERRY HILL AVE,,,BATON ROUGE,LA,70816-4119,UNITED STATES,JIM BERRIGAN JR,PRESIDENT,,,
1918,LOUISIANA MACHINERY LLC,3799 WEST AIRLINE HWY,,,RESERVE,LA,70084,UNITED STATES,ROBERT BOYCE,BRANCH MANAGER,,,
1926,LOUISIANA OFFICE SOLUTIONS CO,7643 FLORIDA BLVD,ATTN VICKI DAVIS,,BATON ROUGE,LA,70806-4150,UNITED STATES,GARNET L GENIUS,PRESIDENT,,,NON-M WBE
1942,LOWES HOME IMPROVEMENT,10303 S MALL DRIVE,CREDIT CARD ACCT,,BATON ROUGE,LA,70809-1737,UNITED STATES,ALWAYS SEND PMTS TO ATLANTA,,,,
1951,LUNAR GRAPHICS,707 S ACADIAN THRUWY,,,BATON ROUGE,LA,70806-5640,UNITED STATES,LAYNE ST JULIEN,SECTY/TREASURER,,,NON-M WBE
1956,M & L INDUSTRIES LLC,5810 AIRLINE HWY,,,BATON ROUGE,LA,70805,UNITED STATES,LELAND MORRISON,BRANCH MANAGER,,,
1962,M MOKISO MURRILL,4560 NORTH BLVD STE 108,,,BATON ROUGE,LA,70806-4043,UNITED STATES,JACKIE JOHNSON,OFFICE MANAGER,,,MN
1973,MAGNOLIA CONSTRUCTION CO LLC,2654 MISSION DR,,,BATON ROUGE,LA,70805-6763,UNITED STATES,JON SIMMONS,PRESIDENT,,,
2004,MARRERO COUVILLON & ASSOC LLC,4354 S SHERWOOD FOREST BLVD STE D200,,,BATON ROUGE,LA,70816,UNITED STATES,JOHNNY A MEKARI,CELL,,,MN
2020,HENRY SCHEIN MATRX MEDICAL,P O BOX 3227,,,IRMO,SC,29063,UNITED STATES,JOAN M SPENCER,CREDIT MGR,,240,
2047,UNIVERSITY OF FLORIDA,PO BOX 116585,MCTRANS CENTER,,GAINESVILLE,FL,32611-6585,UNITED STATES,DEBBIE POWELL,,,,
2068,MENZIE STONE CO INC,11145 DARRYL DR,,,BATON ROUGE,LA,70815-1896,UNITED STATES,RAYMOND WOOLIE,PRESIDENT,,,
2098,ANMAR SERVICES INC,12912 FLORIDA BLVD,D/B/A MILLER'S RV CENTER,,BATON ROUGE,LA,70815-2903,UNITED STATES,CAROL MILLER,PRESIDENT,,,
2106,MITY-LITE INC,1301 W 400 N,,,OREM,UT,84057-4442,UNITED STATES,JEFFREY JONES,AREA SALES MGR,,235,
2120,MORAN PRINTING,5425 FLORIDA BLVD,EMPRINT/MORAN PRINTING INC,,BATON ROUGE,LA,70806-4132,UNITED STATES,JAN BATES,CUST SERV SUPER,,,
2127,MOTION INDUSTRIES,PO BOX 53155,,,BATON ROUGE,LA,70892-3155,UNITED STATES,,,,,
2129,MPRINT ADVERTISING,1739 WOODDALE BLVD,,,BATON ROUGE,LA,70806-1518,UNITED STATES,RAYMOND E FONTENETTE,PRESIDENT/OWNER,,,MNW
2178,NEEL-SCHAFFER INC,10000 PERKINS ROWE BLDG G STE 360,,,BATON ROUGE,LA,70810,UNITED STATES,ROBERT B HEARN  P E,ENGINEER MGR,,,
2185,NEW & ASSOCIATES LLC,P O BOX 6335,,,METAIRIE,LA,70009-6335,UNITED STATES,JOHN L NEW JR,PRESIDENT,,,
2195,BEACON IMAGES NEXT DAY SIGNS,8700 FLORIDA BLVD,,STE G,BATON ROUGE,LA,70815,UNITED STATES,CHARLES FERUCCIA,OWNER,,,
2204,NORTH CENTRAL LABORATORIES,445 MAPLE ST,NCL OF WISCONSIN INC,,BIRNAMWOOD,WI,54414,UNITED STATES,EMILY TOBISCH,OFFICE MANAGER,,,
2211,NOTOCO INDUSTRIES LLC,10380 AIRLINE HWY,,,BATON ROUGE,LA,70816-4090,UNITED STATES,DAVID PINO,INSIDE SALES,,45,
2216,URS CORPORATION,9430 JACKIE COCHRON BLVD SUITE 200,AIRPORT SERVICES OFFICE,,BATON ROUGE,LA,70807,UNITED STATES,LAURA ZADIAN-MACARTHUR,PROJECTS MGR,,,
2226,OFFICE AUTOMATION INC,8221 KELWOOD AVENUE,,,BATON ROUGE,LA,70806,UNITED STATES,MARK TRAPEN,,,,
2227,OFFICE DEPOT INC,6851 VETERANS BLVD,,,METAIRIE,LA,70003,UNITED STATES,**NEVER USE ALTERNATE ADDRESS*,,,,
2236,OLINDE'S,9536 AIRLINE HWY,,,BATON ROUGE,LA,70815-5501,UNITED STATES,J B OLINDE,PRESIDENT,,,
2256,ROLLINS LLC,12030 LAKELAND PARK BLVD SUITE 125,ORKIN PEST CONTROL,,BATON ROUGE,LA,70809,UNITED STATES,HERMAN E DYSON,BRANCH MANAGER,,,
2260,OTIS ELEVATOR CO,9202 MAMMOTH AVE,,,BATON ROUGE,LA,70814-2629,UNITED STATES,RANDY BROWN,,,,
2263,OUR LADY OF THE LAKE REGIONAL,5000 HENNESSY BLVD,MEDICAL CENTER U S C C,,BATON ROUGE,LA,70808-4398,UNITED STATES,BARBARA JUMP,BUSINESS OFFICE,,,
2268,OVERHEAD DOOR COMPANY OF THE,PO BOX 536,CAPITAL CITY,,ZACHARY,LA,70791-2704,UNITED STATES,GEORGE KNIGHT,GENERAL MANAGER,,,
2269,DOORTECH INC,10256 S CHOCTAW DR,,,BATON ROUGE,LA,70815-1295,UNITED STATES,JEFF HOWARD,VICE PRES,,,
2270,OWEN & WHITE INC,8755 GOODWOOD BLVD FL 2ND,,,BATON ROUGE,LA,70806-7916,UNITED STATES,CHERIE THIBODEAUX,BOOKKEEPER,,337,
2292,CIVIL DESIGN AND CONSTRUCTION INC,P O BOX 857,,,PORT ALLEN,LA,70767,UNITED STATES,TARA MARTIN,OFFICE MGR,,,NON-M WBE
2294,PAN TECH,804 PARK TWO DRIVE,,SUITE 8,SUGAR LAND,TX,77478,UNITED STATES,TRACEY LEBLANC,SALES,,,
2298,PARISH WATER CO INC,8755 GOODWOOD BLVD,,,BATON ROUGE,LA,70818-4903,UNITED STATES,DELORES PERRY,ADMIN ASSISTANT,,,UNKNOWN
2300,FLUID PROCESS & PUMPS LLC,405 COMMERCE POINT,,,HARAHAN,LA,70123,UNITED STATES,PATRICIA ENGLISH,ASST ACCT MGR,,,
2321,STAPLES CONTRACT & COMMERCIAL INC,4324 S SHERWOOD FOREST STE 170,ATTN SARA MCCANN,,BATON ROUGE,LA,70816,UNITED STATES,MIKE MARTIN,LIBR ALT 14,,,
2326,PELLERIN LAUNDRY MACHINERY SALES CO,731 JACKSON ST,INC,,KENNER,LA,70062-7773,UNITED STATES,RICHARD C FULGO,VP-ADMIN,,211,
2370,ONX USA LLC,5910 LANDERBROOK DRIVE,,LANDERBROOK II SUITE 250,MAYFIELD HEIGHTS,OH,44124,UNITED STATES,KATHY HENDRICKS,SALES,,,
2376,PLANT MACHINE WORKS INC,4633 BLOUNT RD,,,BATON ROUGE,LA,70807-2498,UNITED STATES,CLAUDE L BARBER,PRESIDENT,,,
2384,POINTE COUPEE PARISH SHERIFF OFFICE,COURTHOUSE BLDG E MAIN ST,,,NEW ROADS,LA,70760,UNITED STATES,J W GUERIN,TAX COLLECTOR,,,
2389,POM INC,PO BOX 430,,,RUSSELLVILLE,AR,72811-0430,UNITED STATES,SHERRY FOUNDATION,REG SALES MGR,,233,
2392,PORT CITY TARPAULIN & SUPPLY INC,6567 N FOSTER DR,,,BATON ROUGE,LA,70811-6115,UNITED STATES,"M A ""MARTY"" TAYS",OWNER,,,
2396,POST ARCHITECTS LLC,12032 BRICKSOME AVE,,,BATON ROUGE,LA,70816-2338,UNITED STATES,RAYMOND G POST JR,OWNER,,,
2406,PRECISION DELTA CORP,PO BOX 128,,,RULEVILLE,MS,38771-0128,UNITED STATES,JOE TRANUM JR,PRESIDENT,,,
2410,PREMIER EQUIPMENT CORP INC,13918 AIRLINE HWY,,,BATON ROUGE,LA,70817-5927,UNITED STATES,JOHN YOUNG,PRESIDENT,,,
2435,PROFESSIONAL ENGINEERING CONSULTANTS,7600 INNOVATION PARK DR,CORP,,BATON ROUGE,LA,70820,UNITED STATES,JEAN CHILDS,OFFICE MANAGER,,,
2438,LYNN SIMON MD,PO BOX 66504,DBA PROFESSIONAL MANAGEMENT SERVICES,,BATON ROUGE,LA,70896-6504,UNITED STATES,GAIL DOTSON,ASST DIRECTOR,,,NON-M WBE
2439,PROFESSIONAL PRINTER OF BATON ROUGE,145 ALELLO DR,INC,,BATON ROUGE,LA,70806,UNITED STATES,CORI LANCLOS,OWNER      CELL,,,NON-M WBE
2442,PROFESSIONAL SERVICE INDUSTRIES INC,11950 INDUSTRIPLEX,PSI,,BATON ROUGE,LA,70809,UNITED STATES,GWEN HAWES,BUS DEVELOPMENT,,,
2469,DIGITAL PRESS & GRAPHICS,12627 JEFFERSON HWY,,,BATON ROUGE,LA,70816,UNITED STATES,CHRIS DETTMAN,SALES MANAGER,,,
2484,R V GILDERSLEEVE CO,1173 N DONMOOR AVE,,,BATON ROUGE,LA,70806-8800,UNITED STATES,BOB GILDERSLEEVE JR,,,,
2490,RAGLAND ADERMAN & ASSOCIATES INC,3888 GOVERNMENT ST STE 100,,,BATON ROUGE,LA,70806,UNITED STATES,JAMES A RAGLAND,PRESIDENT,,,
2497,RALPH'S INDUSTRIAL ELECTRONIC,1732 PLANK RD,SUPPLIES,,BATON ROUGE,LA,70802-2937,UNITED STATES,ROY HUNT,MANAGER,,,
2514,RAY ALLEN MANUFACTURING LLC,975 FORD ST,,,COLORADO SPRINGS,CO,80915-3760,UNITED STATES,SANDRA,SALESVE,,,
2518,READY PORTION MEAT COMPANY,P O BOX 1941,DIV OF MOBIUS INDUSTRIES,1546 CHOCTAW DR,BATON ROUGE,LA,70821,UNITED STATES,KYLE BECK,OWNER,,,
2520,REBEL GRAPHIX,307 CHOCTAW DR,,,BATON ROUGE,LA,70805-7653,UNITED STATES,LOUIS F ROELING,OWNER,,,
2529,AIRGAS REFRIGERANTS INC,P O BOX 952182,,,DALLAS,TX,75395-2182,UNITED STATES,JAY J KESTENBAUM,SALES REP,,,
2537,REICH ASSOCIATES,301 T J JEMISON BLVD,,,BATON ROUGE,LA,70802,UNITED STATES,BILL REICH,,,,
2538,REILY/WESCO DISTRIBUTION,11435 REIGER RD,,,BATON ROUGE,LA,70809,UNITED STATES,BARTON JEANSONNE,SALES REP,,3227,
2548,REULET ELECTRIC SUPPLIES LLC,PO BOX 15276,,,BATON ROUGE,LA,70895-5276,UNITED STATES,SUZANNE LANGLOIS,BOOKKEEPER,,,
2571,RIVER COUNTRY RESCUE,PO BOX 959,,,ALBANY,LA,70711,UNITED STATES,STEVE BORNKESSEL,PRESIDENT,,,
2577,RM FIRE PROTECTION,2825 1-49 SOUTH SERVICE RD,,,OPELOUSAS,LA,70570,UNITED STATES,MITCH EWING,,,,NON-M WBE
2597,ROBISON FENCE CO LLC,17487 FLORIDA BLVD,,,BATON ROUGE,LA,70819-3897,UNITED STATES,KATIE ROBISON,OWNER,,,NON-M WBE
2614,ROPER SUPPLY CO,801 N BEECH ST,,,PICAYUNE,MS,39466-3122,UNITED STATES,MORGAN ROPER,PRES,,,
2618,ROTO-ROOTER INC,9562 MAMMOTH AVE,BATON ROUGE SEWER & DRAIN  DBA,,BATON ROUGE,LA,70814-4131,UNITED STATES,LARRY C MUSGROVE,PRESIDENT,,,
2626,RYDER TRUCK RENTAL INC,3300 W ESPLANADE AVE S,,,METAIRIE,LA,70002-6524,UNITED STATES,PAULA ANDERSON,CREDIT & COLL.,,,
2638,SAIA ELECTRIC INC,6175 CONFIDENCE ST,,,BATON ROUGE,LA,70806-1205,UNITED STATES,FRANK T BRIAN,EXEC VICE PRES,,,
2644,SALSBURY'S DODGE CITY INC,9550 AIRLINE HWY,,,BATON ROUGE,LA,70815-5501,UNITED STATES,ROBERT JACKSON,PARTS MANAGER,,,
2653,SCANTRON CORP,34 PARKER,,,IRVINE,CA,92618-1604,UNITED STATES,RUBEN SUAZO,,,,
2654,SCARDINA REFRIGERATION CO INC,11848 COURSEY BLVD,,,BATON ROUGE,LA,70816,UNITED STATES,BETTY ARBOUR,CREDIT MANAGER,,,
2657,SCHELL ELECTRONICS INC,120 N LINCOLN,,,CHANUTE,KS,66720-1820,UNITED STATES,JERRY SCHELL,,,,
2661,SCHNEIDER PAPER PRODUCTS INC,4800 NORTH STREET,,,BATON ROUGE,LA,70806,UNITED STATES,SCOTT A SCHNEIDER,SALES,,,
2666,SCOTT EQUIPMENT COMPANY LLC,7075 AIRLINE HWY,,,BATON ROUGE,LA,70805,UNITED STATES,F W WYNN,CREDIT MANAGER,,,
2667,SCOTT FENCE USA LLC,245 HIGHLANDIA DR,,,BATON ROUGE,LA,70810,UNITED STATES,**IS A CORP PER W-9 1/4/17**,,,,
2679,SECURITY SAFETY & SUPPLY INC,1785 COMMERCIAL DRIVE,,,PORT ALLEN,LA,70767-0755,UNITED STATES,LEONARD J LUNGARO,SEC/TREAS,,,NON-M WBE
2680,SECURTEC INC,11910 RICHCROFT AVE,DETENTION EQUIPMENT,,BATON ROUGE,LA,70814,UNITED STATES,PRISCILLA METHVIN,ADMIN ASST,,,
2688,C & S BUILDING SUPPLY INC /DBA,1902 OAK VILLA BOULEVARD,SERVICE LUMBER & SUPPLY,,BATON ROUGE,LA,70815,UNITED STATES,RANDY CAMPANILE,PRESIDENT,,,
2689,HERTZ SERVICE PUMP & COMPRESSOR INC,7250 EXCHEQUER DRIVE,,,BATON ROUGE,LA,70809,UNITED STATES,DENNIS MITCHELL,VICE PRESIDENT,,,
2691,ALL AMERICAN DIVING INC,8350 ONE CALAIS AVE,D/B/A SEVEN SEAS,,BATON ROUGE,LA,70809,UNITED STATES,NANCY COHAGAN,PRESIDENT,,,NON-M WBE
2695,SHAMROCK PIPE TOOLS INC,PO BOX 15588,,,BATON ROUGE,LA,70895,UNITED STATES,MARK WARDLAW,EQUIPMENT SALES,,,
2704,SHERWOOD TELEVISION & APPLIANCES,11756 FLORIDA BLVD,,,BATON ROUGE,LA,70815-2409,UNITED STATES,LOUIS S RUFFINO JR,PRESIDENT,,,
2712,SHREAD-KUYRKENDALL & ASSOCIATES INC,13016 JUSTICE AVE STE 16,,,BATON ROUGE,LA,70816-2309,UNITED STATES,RICHARD R SHREAD,PRESIDENT,,,
2721,SIGMA CONSULTING GROUP INC,10305 AIRLINE HWY,,,BATON ROUGE,LA,70816-4044,UNITED STATES,ROBYN THOMPSON,ACCOUNTING,,,AMER IND
2731,SIMPLEXGRINNELL LP,5800 JEFFERSON HWY,,,HARAHAN,LA,70123,UNITED STATES,GINA KRAUSE,,,,
2732,SIMPSON'S SERVICE CENTER INC,1334 FLORIDA STREET,,,BATON ROUGE,LA,70802,UNITED STATES,CHET SIMPSON,OWNER,,,
2734,SIRCHIE,100 HUNTER PLACE,,,YOUNGSVILLE,NC,27596,UNITED STATES,WES BUNTING,BID ADMIN,,,
2757,SOTEC LLC,5800 JEFFERSON HWY STE E,,,NEW ORLEANS,LA,70123,UNITED STATES,J B BROWN,PRESIDENT,,,UNKNOWN
2768,SOUTHEASTERN CARDIOLOGY CONSULTANTS,7777 HENNESSY BLVD STE 8000,,,BATON ROUGE,LA,70808-4368,UNITED STATES,PAULA J KRAFT,ADMINISTRATOR,,,UNKNOWN
2783,REXEL SOUTHERN,P O BOX 120902,DEPT 0902,,DALLAS,LA,75312-0902,UNITED STATES,MELVIN STOKES,BRANCH MANAGER,,13,
2792,SOUTHERN ELECTRONICS SUPPLY INC,2610 SCENIC HWY,,,BATON ROUGE,LA,70805-2299,UNITED STATES,WILLIAM FREE,,,,UNKNOWN
2794,SOUTHERN TIRE MART LLC,529 INDUSTRIAL PARK RD,,,COLUMBIA,MS,39429,UNITED STATES,JOE BOUEY,SALES REP,,,
2795,SOUTHERN UNIVERSITY A & M COLLEGE,PO BOX 9494,COMPTROLLER'S OFFICE,,BATON ROUGE,LA,70813-9494,UNITED STATES,PEARLIE B BROWN,ACCTS PAYABLE,,37,
2796,SOUTHLAND FIRE & SAFETY EQUIPMENT,1918 S SOUTHLAND AVE,,,GONZALES,LA,70737,UNITED STATES,NICKY PREJEAN,PRESIDENT,,,
2797,MELE PRINTING COMPANY LLC,619 N TYLER ST,D/B/A MELE PRINTING,,COVINGTON,LA,70433,UNITED STATES,CHESTER DIEZ JR,PRESIDENT,,,
2798,SOUTHWEST ENGINEERS OF LOUISIANA INC,P O BOX 2499,,,SLIDELL,LA,70459,UNITED STATES,C E KIRSCH (CHUCK),,,,
2806,SPECIALIZED PRODUCTS CO,1100 S KIMBALL AVE,,,SOUTHLAKE,TX,76092-9009,UNITED STATES,SALES,,,,
2810,SPECIALTY VALVE & MACHINE INC,1312 N 22ND ST,,,BATON ROUGE,LA,70802-3201,UNITED STATES,DAVID CRAWFORD,GENERAL MANAGER,,,
2844,BLANCHARD'S BUILDING MATERIALS,22145 HIGHWAY 1D,D/B/A STATE LUMBER & HARDWARE,,PLAQUEMINE,LA,70764,UNITED STATES,RYAN,,,,
2845,STATE MACHINERY,160 WEST AIRLINE HWY,,,KENNER,LA,70063,UNITED STATES,CHARLES BAHLINGER,SALES REP,,,
2859,STEPHENS ENGINEERING,9457 BROOKLINE AVENUE,,,BATON ROUGE,LA,70809-1429,UNITED STATES,THOMAS A STEPHENS,OWNER,,,
2888,JAMES M TURNER,4236 WASHINGTON AVE,SUPER JOB JANITOR SERVICE,,BATON ROUGE,LA,70802-1581,UNITED STATES,JAMES M TURNER,OWNER,,,MN
2917,TAYLOR BUILDING CO,251 FLORIDA ST STE 316,,,BATON ROUGE,LA,70801,UNITED STATES,BEN B TAYLOR,OWNER,,,
2921,PHYSICIAN SALES & SERVICES INC,11843 MARKETPLACE,,,BATON ROUGE,LA,70816,UNITED STATES,RAY NEYLAND,SALES REP,,,
2931,TEECO SAFETY INC,1360 GRIMMET,,,SHREVEPORT,LA,71107,UNITED STATES,DENNIS WILLIAMSON,VICE PRESIDENT,,,
2933,TELE-COMMUNICATION INC,2075 E GOVERNORS CIRCLE,,,HOUSTON,TX,77092,UNITED STATES,LANCE FRANKS,SALESMAN,,106,
2936,BR WELDING SUPPLY LLC,2020 N 3RD ST,,,BATON ROUGE,LA,70802-5149,UNITED STATES,MIKE TEMPLET,PRESIDENT,,,
2939,TERMINI TILE SALES INC,7058 S CHOCTAW DR,,,BATON ROUGE,LA,70806-1352,UNITED STATES,JOHN R TERMINI,OWNER,,,
2950,THE AGUILAR GROUP INC,3216 BELLE HELENE CT,ROBERTO J AGUILAR,,BATON ROUGE,LA,70820,UNITED STATES,RODOLFO J AGUILAR,CHAIRMAN,,,UNKNOWN
2980,HIGHSMITH LLC,4810 FOREST RUN RD,D/B/A UPSTART,,MADISON,WI,53704,UNITED STATES,MICHAEL GRASEE,PRESIDENT,,,
2989,MICHAEL BAKER CORPORATION,100 AIRSIDE DRIVE,FORMERLY LPA GROUP,,MOON TOWNSHIP,PA,15108,UNITED STATES,LPA GROUP ACQUIRED BY THIS,,,,
2991,MASON CO,POST OFFICE BOX 365,,,LEESBURG,OH,45135,UNITED STATES,,,,,
2992,MERCHANTS FOOD SERVICE,1100 EDWARDS ST,,,HATTIESBURG,MS,39401-5511,UNITED STATES,J H HIATT,DIR OF CONTRACT,,,
3055,THORNTON MUSSO BELLEMIN INC,4788 WAYWOOD,WATER TREATMENT CONSULTANTS,,ZACHARY,LA,70791,UNITED STATES,DAVID M THORNTON,PRESIDENT,,,
3069,TIMMONS INTERNATIONAL LLC,763 O'NEAL LN,TIMMONS TRUCK CENTER,,BATON ROUGE,LA,70816,UNITED STATES,TAMMY WESTMORELAND,CREDIT MANAGER,,,
