RECORD TYPE,PURCHASE ORDER NUMBER,ITEM NUMBER,ITEM DESCRIPTION,ITEM UNIT COST,ITEM QUANTITY ORDERED,ITEM UNIT OF MEASURE,ITEM TOTAL COST,UNIQUE ID
D,PO130657,4,SUPPLEMENTAL AGREEMENT NO. 2 (CONTINUED)           THIS PORTION OF THE FUNDING IS $116335.29 THAT    IS BEING CHARGED TO THE 441 FUNDING SOURCE.,116335.29,1,JB,116335.29,PO1306570004
D,PO160276,1,ENERGY MANAGEMENT CONTROLS AT THE ZACHARY BRANCH   LIBRARY AS PER THE ATTACHED SPECIFICATIONS.        .                                                  AGENCY CONTACT: TIM BANKSTON 225-247-4626          VENDOR CONTACT: GREGORY FOURRIER 225-924-4990,36655,1,JB,36655,PO1602760001
D,PO170834,4,BOSE COMPANION 2 SERIES III MULTIMEDIA SPEAKER     SYSTEM                                             PCMG #4047195,111.85,5,EA,559.25,PO1708340004
D,PO150914,1,15 TON PACKAGED UNITARY GAS/ELECTRIC               MODEL # YSH180F3RLA HVAC AIR CONDITIONER,8698,1,EA,8698,PO1509140001
D,PO071647,3,**********CHANGE ORDER NO. 2**********             SUPPLEMENTAL AGREEMENT NO. 2 PER COUNCIL           RESOLUTION NO. 50690 AND WRITTEN CONTRACT.         .                                                  THIS AGREEMENT IS 109% OF THE ORIGINAL COST,435856,1,JB,435856,PO0716470003
D,PO151006,1,SOCRATA OPEN DATA PLATFORM RENEWAL                 TERM: 8/15/2015 TO 8/14/2016                       PER QUOTE: BTRLAODP&OB002SE                                                                           SBE: Y  WCAM,14953,1,EA,14953,PO1510060001
D,PO100111,1,STORAGE FEE - EVIDENCE RENTAL FEBRUARY 1 2010    THROUGH DECEMBER 31 2010. JANUARY RENTAL PAID     ON PAYMENT VOUCHER. PER RENTAL AGREEMENT DATED     AUGUST 2009 BY VEE CAUSEY ON UNIT NO. 797.,208,11,MO,2288,PO1001110001
D,PO170835,2,2017 FORD F150 EXTENDED CAB (4X2) 3.5L BED 6.5FT   ALEXANDRIA BID #2075 LINE #6B VALID THRU 7/17/17                                                                                                         *,3973,4,EA,15892,PO1708350002
D,PO160280,1,MACBOOK AIR 11-INCH:  128GB                        1.6GHZ INTEL DUAL-CORE_I5 TURBO BOOST             UP TO 2.7GHZ                                       INTEL HD GRAPHICS 6000                             4GB 1600MHZ LPDDR3 SDRAM,849,2,EA,1698,PO1602800001
D,PO160280,2,APPLECARE PROTECTION PLAN - 11 INCH AND 13 INCH    MACBOOK AIR.                                       PART NO. S3130LL/A                                 PROPOSAL NUMBER 2102114940                         STATE CONTRACT:  4400000934,183,2,EA,366,PO1602800002
D,PO151011,4,HAND/MAN COUNTDOWN PED                             MODEL: GE PS7-CFFI-VLA,84,100,EA,8400,PO1510110004
D,PO150606,1,LOCAL ADVERTISING AT BATON ROUGE AMC MALL OF LA    IMAX AND BATON ROUGE AMC EBR O'NEAL FOR A TOTAL OF  23 WEEKS 31 DIGITAL AUDIO VIDEO SPOT 30 SEC EARLY  PRE SHOW FOR POD 1                                *,565,8,WK,4520,PO1506060001
D,PO151015,1,CONTRACT LABOR ONLY FOR MAINTNENACE AND REPAIR     OF DETENTION EQUIPMENT AT THE EBR CITY COURT                                                          CONTRACT #A13-0808                                 THRU 12/31/2015,9800,1,JB,9800,PO1510150001
D,PO151015,2,CONTRCT LABOR ONLY FOR MAINTENANCE AND REPAIR OF   DETENTION EQUIPMENT AT THE EBR CITY 19TH JDC,14700,1,JB,14700,PO1510150002
D,PO071671,1,PROVIDE PRE-DEVELOPMENT COSTS FOR THE              CONSTRUCTION OF TEN (10) SINGLE FAMILY             HOUSING UNITS PER COUNCIL RESOLUTION               NO. 44904 AND WRITTEN CONTRACT.                    CONTRACT TERM:  12/20/06 THRU 12/20/07.,250000,1,JB,250000,PO0716710001
D,PO071671,2,*******INTERNAL CHANGE ORDER # 1***************    ACCOUNT # 183.6114046.643680.3130106               DEDUCT: $133607.23.,0,1,JB,0,PO0716710002
D,PO071671,3,*******INTERNAL CHANGE ORDER # 1***************    ACCOUNT # 183.6114046.643550.3300103               ADD:$133607.23,133607.23,1,JB,133607.23,PO0716710003
D,PO071671,4,*******INTERNAL CHANGE ORDER # 2***************    ACCOUNT # 183.6114046.643550.3300103               SUBTRACT: 66044.59 PER MARY HALL AND DEPARTMENT,0,1,JB,0,PO0716710004
D,PO071671,5,*******INTERNAL CHANGE ORDER # 2***************    ACCOUNT # 183.6114046.643550.3300109               ADD:66044.59 PER MARY HALL AND DEPARTMENT,66044.59,1,JB,66044.59,PO0716710005
D,PO151203,1,PROVIDE MATERIALS LABOR AND INSURANCE TO         FURNISH AND INSTALL AUTOMATIC DOOR FOR ADA         (AMERICANS WITH DISABILITIES ACT) UPGRADE.         .                                                  DEPARTMENT CONTACT: LAURA ROBERSON - 225-358-4351,5817,1,JB,5817,PO1512030001
D,PO151022,1,STRUCTURAL EVALUATION OF THE HEALTH UNIT AS PER    ATTACHED QUOTE FROM RAGLAND ADERMAN & ASSOCIATES  CITY-PARISH PROJECT NO. 15-ASD-CP-0950,5000,1,JB,5000,PO1510220001
D,PO170293,1,FORD F150 XL PICKUP                                CITY OF ALEXANDRIA #2075 VALID THRU 5/17/17 LINE 6 COLOR: EXTERIOR FACTORY WHITE/INTEROIR COMPATIBLE  MARK FOR DEPT OF MAINTENANCE - DRAINAGE            *,18238,1,EA,18238,PO1702930001
D,PO072016,1,ENGINEERING SERVICES FOR RIVER CENTER THEATRE      SOUND SYSTEM DESIGN PER COUNCIL RESOLUTION         NO. 45928 AND WRITTEN CONTRACT.,48500,1,JB,48500,PO0720160001
D,PO072048,1,ENGINEERING SERVICES FOR THE HUMAN RESOURCES -     MECHANICAL RENOVATIONS PER COUNCIL RESOLUTION      NO. 45809 AND WRITTEN CONTRACT.                    PROJECT NO. 07-INC-CP-0037.,19500,1,JB,19500,PO0720480001
D,PO120423,1,CONSTRUCTION CONTRACT FOR CITY OF BATON ROUGE      PARISH OF EAST BATON ROUGE. STATE PROJECT NO.      742-17-0166/H.002303 C/P PROJ NO. 05-CS-HC-0037   LA 37 AT CENTRAL THRUWAY (GREENWELL SPRINGS RD     INTERSECTION IMPROVEMENTS),7571012.55,1,JB,7571012.55,PO1204230001
D,PO120423,2,*****************CHANGE ORDER NO. 1*************** CHANGE ORDER TO ADD ITEMS PER COUNCIL RESOLUTION   50968.  THIS CHANGE REPRESENTS A .03% INCREASE IN  THE ORIGINAL PO AMOUNT.,236150.94,1,JB,236150.94,PO1204230002
D,PO120423,3,*****************CHANGE ORDER NO. 2***FINAL******* ADJUST CONTRACT QUANTITIES OF ALL ITEMS TO         AS-BUILT QUANTITIES ADD THE FOLLOWING ITEMS AND   TO ADD 226 CALENDAR DAYS; AND EXTEND THE CONTRACT  BY AN ADDITIONAL TWO HUNDRED TWENTY-SIX DAYS (226),0,1,JB,0,PO1204230003
D,PO072048,2,**********CHANGE ORDER NO. 1**********             SUPPLEMENTAL AGREEMENT NO. 1 PER COUNCIL           RESOLUTION 46261 AND WRITTEN CONTRACT.,9750,1,JB,9750,PO0720480002
D,PO170292,1,FORD F250 XL PICKUP                                3/4 TON PICKUPLWB. REG CAB FACTORY WHITE/INTERIOR COMPATIBLE / MARK DRAINAGE LINE #7                 CITY OF ALEXANDRIA #2075 VALID THRU 5/17/17        DISCOUNT $2000.00 FOR BED DELETE LINE 2,20902,4,EA,83608,PO1702920001
D,PO072088,1,LANDSCAPE ARCHITECTURAL SERVICES CONTRACT          FOR RIVER CENTER LANDSCAPE RENOVATION PLANS        PER WRITTEN CONTRACT.,17200,1,JB,17200,PO0720880001
D,PO170295,1,FORD TRANSIT CONNECT XL                            FACTORY WHITE/INTERIOR COMPATIBLE / MARK  DRAINAGE CTIY OF ALEXANDRIA #2075 VALID THRU 5/17/17 LINE17 *,19703,1,EA,19703,PO1702950001
D,PO100130,10,**********SUPPLEMENTAL AGREEMENT NO.6************  434.7578223.752200.6087356 PER MARK LEBLANC        ADDITION OF ANOTHER LINE ITEM NEEDED TO SPLIT      ACCOUNT.,47000,1,JB,47000,PO1001300010
D,PO170295,2,POWER WINDOWS/LOCKS                                N/C PER CONTRACT LINE 17A                          CTIY OF ALEXANDRIA #2075 VALID THRU 5/17/17 LINE17 *                                                  INVENTORY TAGGED # 128067,0,1,EA,0,PO1702950002
D,PO141513,1,GROUP PROJECT BRIDGE REPLACEMENT                   COMBINES TWO BRIDGES                               AMELIA EARHART BRIDGE REPLACEMENT OVER MONTO SANO  BAYOU  CITY PARISH PROJECT 11-BR-LA-0040.          PER COUNCIL RESOLUTION 50983 AND WRITTEN CONTRACT.,631350.84,1,JB,631350.84,PO1415130001
D,PO141513,2,SALLY RIDE BRIDGE REPLACEMENT OVER MONTE SANO      BAYOU                                              CITY PARISH PROJECT 11-BR-LA-0041,564836.46,1,JB,564836.46,PO1415130002
D,PO170294,1,FORD TRANSIT WAGON 350 15 PASSENGER 1 TON          CITY OF ALEXANDRIA #2075 VALID TO 5/17/17 LINE 22  COLOR: EXTERIOR FACTORY WHITE/INTERIOR COMPATIBLE  MARK FOR DEPT OF MAINTENANCE - DRAINAGE            *,28164,1,EA,28164,PO1702940001
D,PO170294,2,TRAILER FOR TOW PACKAGE                            CITY OF ALEXANDRIA #2075 VALID TO 5/17/17 LINE 22C *                                                  INVENTORY TAGGED # 128066                          *,628,1,EA,628,PO1702940002
D,PO072090,1,ENGINEERING SERVICES FOR THE GURNEY ROAD           SEWER AREA UPGRADES PROJECT NO.07-PS-BD-0017      PER COUNCIL RESOLUTION NO. 45863 AND WRITTEN       CONTRACT.,360000,1,JB,360000,PO0720900001
D,PO072091,1,ENGINEERING SERVICES FOR THE SULLIVAN ROAD/        LOVETT ROAD/WAX ROAD SEWER AREA UPGRADES          PROJECT NO. 07-PS-BD-0018 PER COUNCIL              RESOLUTION NO. 45864 AND WRITTEN CONTRACT.,450000,1,JB,450000,PO0720910001
D,PO131905,1,CONTRACT FOR APPRAISAL SERVICES                    OLD HAMMOND HIGHWAY (LA426) IMPROVEMENTS           (SEGMENT 2)                                        CITY PARISH PROJECT NO. 06-CS-HC-0028              STATE PROJECT NO. 817-09-0042,50679,1,JB,50679,PO1319050001
D,PO072091,3,***INTERNAL CHANGE ORDER TO REVISE PURCHASE           ORDER TO ACTUAL CONTRACT AMOUNT***,0,1,JB,0,PO0720910003
D,PO170327,2,*****************AMENDMENT NO.1******************* PROFESSIONAL SERVICES- ADDITIONAL WORK NEEDED TO   COMPLETE THE JOB. TRACKING #: 173385.              THIS CHANGE REPRESENTS AN 2% INCREASE IN THE       ORIGINAL CONTRACT AMOUNT.,350,1,JB,350,PO1703270002
D,PO170237,2,*****************AMENDMENT NO.1******************* PROFESSIONAL SERVICES - TO INCREASE CONTRACT PRICE BY $1500.00 TO REFLECT PAYMENT FOR THREE AMICABLE SETTLEMENTS AT $400.00 EACH AND THREE ADDITIONAL  SIGNATURES AT $100.00 EACH IN ACCORDANCE WITH THE,1500,1,JB,1500,PO1702370002
D,PO150480,1,CONTRACT FOR APPRAISAL SERVCIES FOR LOVETT ROAD/   GREENWELL SPRINGS ROAD SSO PROJECT BEING          PROJECT NO. 10-FM-MS-0049.  PER COUNCIL RESOLUTION 51309 AND WRITTEN CONTRACT.                        *,31214,1,JB,31214,PO1504800001
D,PO170838,1,PROFESSIONAL SERVICES - CONTRACT FOR TESTING       SERVICES AT THE SOUTH WASTEWATER TREATMENT PLANT   FOR THE DETECTION OF METALS MERCURY CYANIDE AND PERCENT SOLIDS. THIS AGREEMENT SHALL BE FOR A TERM COMMENCING 5/17/2017 AND TERMINATING 01/31/2018.,11834,1,JB,11834,PO1708380001
D,PO151056,2,CHANGE ORDER #1 DELETING H/VIL AND SEPARATE        CIRCUIT EXTERIOR DOOR UNIT ADD REMOVAL AND        REINSTALL ENTIRE CEILING IN 1ST FLOOR BATH         OWNER: OLGA RYER    REF:  TRACKING#2699-16         ADDRESS: 2539 OLIVE STREET 5.6% INCREASE,1003,1,JB,1003,PO1510560002
D,PO072091,4,**********CHANGE ORDER NO. 1**********             SUPPLEMENTAL AGREEMENT NO. 1 PER COUNCIL           RESOLUTION NO. 46784 AND WRITTEN CONTRACT.,38083.89,1,JB,38083.89,PO0720910004
D,PO072091,5,********SUPPLEMENTNAL AGREEMENT NO. 2*********     ENGINEERING SERVICES FOR THE SULLIVAN ROAD/        LOVETT ROAD/WAX ROAD SEWER AREA UPGRADES          PROJECT NO. 07-PS-BD-0018 PER COUNCIL.             RESOLUTION NO. 48211 AND WRITTEN CONTRACT.,13407.08,1,JB,13407.08,PO0720910005
D,PO170303,1,CHEMICALS FOR CORROSION & ORDOR CONTROL ITEM #4    SOUTH TREATMENT PLANT                              ANNUAL CONTRACT A15-0206 AMENDMENT #2              VALID 04/01/2017 THRU 12/31/2017                   *,8.35,4500,GL,37575,PO1703030001
D,PO170298,2,MICROSOFT SURFACE PRO 4 DOCKING STATION            MFG.PART# PF3-00005.                               PER QUOTE HRQX037                                  MASTER AGREEMENT NO. MNWNC-119 STATE CONTRACT#    4400008025 LINE 1.,158.56,2,EA,317.12,PO1702980002
D,PO170304,1,BOSCH SECURITY CARD ITEM# 3824-08                  LICENSE BOSCH ES TRUCKS 12 MONTH SEC.CARD          SC# 4400006480 VALID THRU 2/28/17                  **  PER QUOTE # GRAINGER # 2030724726 **           AGENCY: BRANDON MALBROUGH @ 225-389-3179,1709.59,1,EA,1709.59,PO1703040001
D,PO072091,6,********SUPPLEMENTNAL AGREEMENT NO. 3*********     ENGINEERING SERVICES FOR THE SULLIVAN ROAD/        LOVETT ROAD/WAX ROAD SEWER AREA UPGRADES          PROJECT NO. 07-PS-BD-0018 PER COUNCIL.             RESOLUTION NO. 48584 AND WRITTEN CONTRACT.,24059.15,1,JB,24059.15,PO0720910006
D,PO170840,1,DELL LATITUDE 5580 LAPTOP COMPUTERS AS PER         STATE CONTRACT #4400002525 LINE 1 ITEM NO 988744 MASTER AGREEMENT NO. MNWNC-108                     .                                                  ATTACHED QUOTE #3000014357041.1,1371.25,30,EA,41137.5,PO1708400001
D,PO170306,1,CHLORINE ONE TON CONTAINERS                        NORTH WASTEWATER TREATMENT                         A.C.#A15-0610 VALID THRU 9/30/17.                  *                                                  DEPARTMENT WILL ORDER ON AN AN NEEDED BASIS,609,73.89,TN,44999.01,PO1703060001
D,PO141388,1,ENCLOSED CARGO TRAILER. MARK ONE FOR STREET        MAINTENANCE SOUTH AND MARK ONE FOR STREET          MAINTENANCE EAST.  QUOTES ATTACHED.                2014 ARISING 6X12 CARGO,2799,1,EA,2799,PO1413880001
D,PO141388,2,ENCLOSED CARGO TRAILER. MARK ONE FOR STREET        MAINTENANCE SOUTH AND MARK ONE FOR STREET          MAINTENANCE EAST.  QUOTES ATTACHED.                ARISING INDUSTRIES 6 X 10 V-NOSE RV STYLE,2599,1,EA,2599,PO1413880002
D,PO140950,1,CONTRACT FOR CONSTRUCITON SERVCIES FOR THE GOVT.   ST/S. ACADIAN THWY SSO IMPROVEMENTS PROJECT       BEING PROJECT #09-GS-MS-0043. PER COUNCIL          RESOLUTION NO. 50783  AND WRITTEN CONTRACT.        CONTRACTOR:  JB JAMES CONTRACTORS LLC; OWNER:,8490000,1,JB,8490000,PO1409500001
D,PO151121,1,"PROFESSIONAL SERVICES AGREEMENT FOR CHANGES TO     FIRE DEPARTMENT'S WOLF DATABASE PER ""WOLF BUG     FIXES AND ENHANCEMENTS"" ATTACHMENT MADE A PART OF  THE AGREEMENT. CONTRACT TERM: SEPTEMBER 1 2015    THROUGH MARCH 31 2016.",9520,1,EA,9520,PO1511210001
D,PO151217,3,BLACK & WHITE NETWORKED MFD 75 PPM PER SPECIFICA-  TIONS.,220.92,12,MO,2651.04,PO1512170003
D,PO160479,1,GATE A1 - ITEM 1: HARDWARE ON CREW STAIR TREADS    ARE RUSTED AND STRECTCHED (LABOR 8 HOURS)          PER QUOTE DATED 4/5/16                             CONTRACT A15-0815 - MATERIALS/PARTS LINE 6         LINE 4:LABOR COST/HR $68.50-TOTAL LABOR LAST ITEM,256.22,1,EA,256.22,PO1604790001
D,PO151217,4,BLACK & WHITE NETWORKED MFD THAT IS COLOR CAPABLE 45 PPM BLACK AND COLOR PER SPECIFICATIONS.,2429.53,12,MO,29154.36,PO1512170004
D,PO072108,1,DESIGN ENGINEERING SERVICES FOR THE INSTALLATION   OF THE NORTH WASTEWATER TREATMENT PLANT BITOWERS   PER COUNCIL RESOLUTION NO. 45799 AND WRITTEN       CONTRACT.  PROJECT NO. 07-TP-BD-0030.,49500,1,JB,49500,PO0721080001
D,PO072108,2,***INTERNAL CHANGE ORDER TO REVISE ACCOUNT CODE*** FROM ACCOUNT NO. 420.7578033.752200.6037202,0,1,JB,0,PO0721080002
D,PO072108,3,TO ACCOUNT NO. 430.7578033.752200.6037202,4950,1,JB,4950,PO0721080003
D,PO160479,2,GATE A1 - ITEM 2: CASTERS ON CREW STAIRS SHOW      SIGNS OF WEAR (LABOR 1 HOUR)                       PER QUOTE DATED 4/5/16                             CONTRACT A15-0815 - MATERIALS/PARTS LINE 6         LINE 4:LABOR COST/HR $68.50-TOTAL LABOR LAST ITEM,416,1,EA,416,PO1604790002
D,PO110221,1,"FILE FOLDERS - 11PT MANILA DROP FRONT SPECIAL      LETTER SIZE LEFT HAND TOP AND END TAB WITH (1)     2"" HB FASTENER IN POSITION #3. ONE 11PT MANILA     6"" X 8-3/4"" POCKET INSTALLED ON INSIDE BACK.",349.6,10,M,3496,PO1102210001
D,PO110134,2,FILE FOLDERS;  FILE FOLDERS IN ACCORDANCE WITH     CONTRACT NO. A10-0510 ITEM NO. 6 LETTER SIZE    (CRIMINAL).,448,50,M,22400,PO1101340002
D,PO101419,1,PRINTED FILE FOLDERS - CIVIL FILE FOLDERS LEGAL   SIZE MANILLA. CITY CONTRACT A10-0510.             LINE 7,549,12.5,M,6862.5,PO1014190001
D,PO151217,7,PRICE PER BLACK AND WHITE PAGE.                    .                                                  12000000 COPIES / 12 = 1000000 PER MONTH       1000000 @ .0057 = $5700 PER MONTH               $5700 @ 12 = $68400,5700,12,EA,68400,PO1512170007
D,PO080002,2,**********CHANGE ORDER NO. 1**********             SUPPLEMENTAL AGREEMENT NO. 1 PER COUNCIL           RESOLUTION NO. 45916 AND WRITTEN CONTRACT.,6000,1,JB,6000,PO0800020002
D,PO080002,3,**********CHANGE ORDER NO. 2**********             SUPPLEMENTAL AGREEMENT NO. 2 PER COUNCIL           RESOLUTION NO. 47115 AND WRITTEN CONTRACT.,10000,1,JB,10000,PO0800020003
D,PO080002,4,**********CHANGE ORDER NO. 3*********              SUPPLLEMENTAL AGREEMENT NO. 3 PER COUNCIL          RESOLUTION NO. 478290 AND WRITTEN CONTRACT.,34000,1,JB,34000,PO0800020004
D,PO080235,1,ACQUISITION AND RELOCATION SERVICES FORD STREET    (PLANK ROAD - MICKENS ROAD) PER COUNCIL RESOLUTION NO. 45918 AND WRITTEN CONTRACT.                    PROJECT NO. 04-CS-CI-0019.,148000,1,JB,148000,PO0802350001
D,PO080235,2,**********CHANGE ORDER NO. 1**********             SUPPLEMENTAL AGREEMENT NO. 1 AND 2.                SUPPLEMENTAL NO. 1 REFLECTED UPDATED PARCEL        NUMBERS WITH NO CHANGE IN COMPENSATION.            SUPPLEMENTAL NO. 2 ADDED PARCEL NUMBERS.,18900,1,JB,18900,PO0802350002
D,PO080235,3,**********CHANGE ORDER NO. 2**********             SUPPLEMENTAL AGREEMENT NO. 3 PER COUNCIL           RESOLUTION NO. 47821 AND WRITTEN CONTRACT.,23100,1,JB,23100,PO0802350003
D,PO080268,1,PARISHWIDE PAVEMENT RE-MARKING                     CITY-PARISH PROJECT NO. 07-TS-CI-0045              PER RESOLUTION NO. 45943 AND WRITTEN CONTRACT.,299000,1,JB,299000,PO0802680001
D,PO080268,2,**CHANGE ORDER NO. 1**  TO ADJUST QUANTITIES       TO AS-BUILT QUANTITIES PER RESOLUTION NO. 47808.,0,1,JB,0,PO0802680002
D,PO080318,1,PROVIDE FINANCING ASSISTANCE TO QUALIFIED          HOMEBUYERS OF MCRA SPONSORED PROPERTIES PER        COUNCIL RESOLUTION NO.45534 AND WRITTEN CONTRACT.  TERM OF CONTRACT THRU SEPTEMBER 15 2008.,165000,1,JB,165000,PO0803180001
D,PO170844,1,COMPSTAR SOFTWARE LICENSE AGREEMENT                JANUARY 1 2017 THROUGH SEPTEMBER 30 2017         FOR RISK MANAGEMENT COMPENSATION CLAIMS,1740,9,MO,15660,PO1708440001
D,PO081079,2,CHANGE ORDER NO. 1 AND 2 - EXTEND CONTRACT TIME    BY NINETY (90) DAYS . REHABILITATION OF RUNWAY     13/31 AND NORTHERN SECTION OF TAXIWAY BRAVO; AND   EXTEND CONTRACT TIME BY EIGHT (8) DAYS PER         RESOLUTION NO. 46445 AND 46594.,130691,1,JB,130691,PO0810790002
D,PO081079,3,"CHANGE ORDER NO. 3 - REHABILITATION OF RUNWAY      13/31 AND THE NORTHERN SECTION OF TAXIWAY ""B"";     AND EXTEND CONTRACT TIME BY EIGHT (8) DAYS PER     COUNCIL RESOLUTION NO. 46806.",0,1,JB,0,PO0810790003
D,PO081079,4,*INTERNAL CHANGE ORDER TO REVISE ACCOUNT CHARGES*  FROM ACCOUNT NO. 494.0989002.652310.8190001,0,1,JB,0,PO0810790004
D,PO081079,5,TO ACCOUNT NO. 494.0989002.652400.8188984,4897864.88,1,JB,4897864.88,PO0810790005
D,PO080334,2,**********CHANGE ORDER NO. 1**********             SUPPLEMENTAL AGREEMENT NO. 1 PER COUNCIL           RESOLUTION NO. 45917 AND WRITTEN CONTRACT.,14000,1,JB,14000,PO0803340002
D,PO081079,6,"**CHANGE ORDER NO. 4** REHABILITATION OF RUNWAY    13/31 AND NORTHERN SECTION OF TAXIWAY ""B""; AND     EXTEND CONTRACT TIME BY FOURTEEN (14) DAYS PER     RESOLUTION NO. 47004.",0,1,JB,0,PO0810790006
D,PO080334,3,**********CHANGE ORDER NO. 2 **********            SUPPLEMENTAL AGREEMENT NO. 2 PER COUNCIL           RESOLUTION NO. 47819 AND WRITTEN CONTRACT.,31000,1,JB,31000,PO0803340003
D,PO170316,1,ADOBE CREATIVE CLOUD FOR TEAMS ALL APPS            13-MONTH SUBSCRIPTION                              AS PER QUOTE#US-QUO-553024                         SUBSCRIPTION: MARCH 2017 THRU APRIL 2018,865,24,EA,20760,PO1703160001
D,PO170316,2,LINE ITEM NOT NECESSARY,0,1,EA,0,PO1703160002
D,PO160057,10,LABOR; INITIAL SOFTWARE CONFIGURATION             #ASLABORCONFIG                                     STATE CONTRACT# 409304 LINE# 223 00026,125,4,HR,500,PO1600570010
D,PO081079,7,**CHANGE ORDER NO. 5** REHABILITATION OF MIDFIELD; PSC NO. 10 - REPAIRS TO DELAMINATED ASPHALT IN     SHOULDERS PER COUNCIL RESOLUTION NO. 47104.,122760,1,JB,122760,PO0810790007
D,PO081079,8,*INTERNAL CHANGE ORDER TO REVISE ACCOUNT CHARGES*  FROM ACCOUNT NO. 494.0989002.652310.8190001,0,1,JB,0,PO0810790008
D,PO081079,9,TO ACCOUNT NO. 494.0989002.652400.8188984.,1067933.75,1,JB,1067933.75,PO0810790009
D,PO081079,10,"**CHANGE ORDER NO. 6** REHABILITATION OF RUNWAY    13-31 AND NORTHERN SECTION OF TAXIWAY ""B"" AND      ADD ONE HUNDRED ONE (101) DAYS TO CONTRACT PER     RESOLUTION NO. 47684.  A.I.P. PROJECT NO.          3-22-0006-076.",0,1,JB,0,PO0810790010
D,PO081388,1,APPRAISAL SERVICES FOR SOUTH HARRELL'S FERRY       ROAD (MILLERVILLE ROAD TO O'NEAL LANE) PER         WRITTEN CONTRACT.                                  PROJECT NO. 06-CS=HC-0029.,16550,1,JB,16550,PO0813880001
D,PO081388,2,********SUPPLEMENTAL NO. 1****************         APPRAISAL SERVICES FOR SOUTH HARRELL'S FERRY       ROAD (MILLERVILLE ROAD TO O'NEAL LANE) PER         WRITTEN CONTRACT.                                  PROJECT NO. 06-CS-HC-0029.,17696.88,1,JB,17696.88,PO0813880002
D,PO081390,1,APPRAISAL SERVICES FOR SOUTH HARRELL'S FERRY       ROAD (MILLERVILLE ROAD TO O'NEAL LANE) PER         WRITTEN CONTRACT.                                  PROJECT NO. 06-CS-HC-0029.,16550,1,JB,16550,PO0813900001
